lote,tiempo_h,estrategia,particion,penicilina_g_l,aireacion,azucar_l_h,acido_l_h,base_l_h,refrigeracion_l_h,calefaccion_l_h,agua_l_h,presion_bar,extraccion_l_h,oxigeno_disuelto_mg_l,volumen_l,peso_kg,ph,temperatura_c,co2_gas,paa_alimentacion_l_h,aceite_l_h,o2_gas
15,22.4,Receta,Prueba normal,0.00091459,55,150,0.0,225.0,380.35,0.0001,0,0.7,0,7.2963,60551,64526.0,6.386,25.04000000000002,0.69457,0.0,35,0.18293
15,22.6,Receta,Prueba normal,0.00091305,55,150,0.0,225.0,388.17,0.0001,0,0.7,0,7.2236,60620,64613.0,6.3863,25.05000000000001,0.70755,0.0,35,0.18291
15,22.8,Receta,Prueba normal,0.00091152,55,150,0.0,225.0,398.9,0.0001,0,0.7,0,7.2498,60690,64700.0,6.3875,25.02000000000004,0.72047,0.0,35,0.18302
15,23.0,Receta,Prueba normal,0.00090999,55,150,0.0,225.0,394.67,0.0001,0,0.7,0,7.1936,60759,64786.0,6.3892,25.010000000000048,0.73333,0.0,35,0.18296
15,23.2,Receta,Prueba normal,0.00090847,55,150,0.0,225.0,397.0,0.0001,0,0.7,0,7.1233,60828,64873.0,6.3903,24.970000000000027,0.74621,0.0,35,0.18283
15,23.4,Receta,Prueba normal,0.00090696,55,150,0.0,225.0,391.53,0.0001,0,0.7,0,7.0195,60898,64959.0,6.3908,24.980000000000018,0.75917,0.0,35,0.18264
15,23.6,Receta,Prueba normal,0.00090544,55,150,0.0,225.0,399.88,0.0001,0,0.7,0,6.9032,60967,65046.0,6.3907,25.02000000000004,0.7722,0.0,35,0.18227
15,23.8,Receta,Prueba normal,0.00090393,55,150,0.0,225.0,416.1,0.0001,0,0.7,0,6.9103,61037,65132.0,6.3917,24.980000000000018,0.78522,0.0,35,0.18223
15,24.0,Receta,Prueba normal,0.00090242,55,150,0.0,225.0,409.38,0.0001,0,0.7,0,6.7923,61106,65219.0,6.3923,24.960000000000036,0.79824,0.0,35,0.18196
15,24.2,Receta,Prueba normal,0.017826,55,30,0.0,225.0,406.4,0.0001,0,0.7,0,11.087,61152,65273.0,6.4345,24.610000000000014,0.80639,0.0,35,0.19289
15,24.4,Receta,Prueba normal,0.037402,55,30,0.0,225.0,121.92,551.82,0,0.7,0,11.05,61197,65326.0,6.4752,26.360000000000014,0.81133,0.0,35,0.19436
15,24.6,Receta,Prueba normal,0.057672,55,30,0.0,225.0,720.3,55.182,0,0.7,0,11.059,61242,65380.0,6.5117,25.680000000000007,0.81603,0.0,35,0.19458
15,24.8,Receta,Prueba normal,0.078607,55,30,0.0,220.84,527.35,5.5182,0,0.7,0,11.039,61286,65433.0,6.5443,25.140000000000043,0.82066,0.0,35,0.19454
15,25.0,Receta,Prueba normal,0.099528,55,30,0.0,203.64,377.01,0.55182,0,0.7,0,10.992,61327,65482.0,6.5724,24.80000000000001,0.82528,0.0,35,0.19451
15,25.2,Receta,Prueba normal,0.12064,55,30,0.51788,101.82,276.37,0.055182,0,0.8,0,11.641,61348,65512.0,6.5902,24.600000000000023,0.82992,0.0,35,0.19406
15,25.4,Receta,Prueba normal,0.14215,55,30,1.0369,50.911,82.912,302.19,0,0.8,0,11.558,61359,65531.0,6.5817,25.629999999999995,0.83453,0.0,35,0.1939
15,25.6,Receta,Prueba normal,0.16392,55,30,1.5587,25.455,430.01,30.219,0,0.8,0,11.504,61365,65545.0,6.5478,25.310000000000002,0.83912,0.0,35,0.19379
15,25.8,Receta,Prueba normal,0.18668,55,30,0.0,6.9224,341.88,3.0219,0,0.8,0,11.482,61366,65555.0,6.4996,25.04000000000002,0.84362,0.0,35,0.19369
15,26.0,Receta,Prueba normal,0.20967,55,30,0.0,7.6458,267.74,0.30219,0,0.8,0,11.45,61368,65566.0,6.4577,24.870000000000005,0.84808,0.0,35,0.19367
15,26.2,Receta,Prueba normal,0.23314,55,30,0.0,25.053,217.78,0.030219,0,0.8,0,11.457,61374,65579.0,6.4388,24.730000000000018,0.85254,0.0,35,0.19375
15,26.4,Receta,Prueba normal,0.25632,55,30,0.0,49.994,65.334,239.89,0,0.8,0,11.436,61384,65598.0,6.4477,25.57000000000005,0.85701,0.0,35,0.19374
15,26.6,Receta,Prueba normal,0.27955,55,30,0.0,71.354,349.39,23.989,0,0.8,0,11.441,61399,65621.0,6.4718,25.28000000000003,0.8615,0.0,35,0.19376
15,26.8,Receta,Prueba normal,0.30246,55,30,0.0,83.103,271.99,2.3989,0,0.8,0,11.413,61416,65647.0,6.4984,25.04000000000002,0.86602,0.0,35,0.19383
15,27.0,Receta,Prueba normal,0.32546,55,30,0.0,84.26,207.52,0.23989,0,0.8,0,11.387,61433,65672.0,6.5235,24.890000000000043,0.87056,0.0,35,0.19383
15,27.2,Receta,Prueba normal,0.34917,55,30,0.0,75.386,165.9,0.023989,0,0.8,0,11.363,61448,65696.0,6.5432,24.82000000000005,0.87506,0.0,35,0.19369
15,27.4,Receta,Prueba normal,0.37343,55,30,0.0,58.644,142.51,0.0023989,0,0.8,0,11.296,61460,65717.0,6.5522,24.77000000000004,0.87952,0.0,35,0.19342
15,27.6,Receta,Prueba normal,0.39821,55,30,0.51974,29.322,42.753,156.12,0,0.8,0,11.234,61467,65732.0,6.5321,25.360000000000014,0.88395,0.0,35,0.19336
15,27.8,Receta,Prueba normal,0.42274,55,30,0.0,17.083,243.93,15.612,0,0.8,0,11.14,61470,65744.0,6.4982,25.180000000000007,0.8884,0.0,35,0.19306
15,28.0,Receta,Prueba normal,0.44785,55,30,0.0,18.379,199.05,1.5612,0,0.8,0,11.12,61474,65757.0,6.4685,25.03000000000003,0.89287,0.0,35,0.19308
15,28.2,Receta,Prueba normal,0.46701,55,37,0.0,31.469,160.7,0.15612,0,0.8,0,10.738,61482,65774.0,6.4533,24.970000000000027,0.89779,0.0,35,0.19213
15,28.4,Receta,Prueba normal,0.48632,55,37,0.0,50.625,146.01,0.015612,0,0.8,0,10.745,61494,65795.0,6.4576,24.939999999999998,0.90294,0.0,35,0.19199
15,28.6,Receta,Prueba normal,0.50616,55,37,0.0,68.037,140.07,0.0015612,0,0.8,0,10.735,61510,65819.0,6.4759,24.910000000000025,0.90809,0.0,35,0.19197
15,28.8,Receta,Prueba normal,0.5269,55,37,0.0,78.141,135.62,0.00015612,0,0.8,0,10.751,61527,65846.0,6.4973,24.890000000000043,0.9132,0.0,35,0.19203
15,29.0,Receta,Prueba normal,0.54869,55,37,0.0,79.733,128.93,0.0001,0,0.8,0,10.76,61545,65872.0,6.5171,24.870000000000005,0.91823,0.0,35,0.19208
15,29.2,Receta,Prueba normal,0.56976,55,37,0.0,73.422,124.44,0.0001,0,0.8,0,10.67,61561,65898.0,6.5321,24.850000000000023,0.92327,0.0,35,0.1918
15,29.4,Receta,Prueba normal,0.59202,55,37,0.0,61.123,119.72,0.0001,0,0.8,0,10.639,61575,65921.0,6.5383,24.850000000000023,0.92828,0.0,35,0.19166
15,29.6,Receta,Prueba normal,0.6142,55,37,0.0,46.362,118.43,0.0001,0,0.8,0,10.568,61586,65941.0,6.5324,24.860000000000014,0.93327,0.0,35,0.19149
15,29.8,Receta,Prueba normal,0.63686,55,37,0.0,33.943,120.74,0.0001,0,0.8,0,10.504,61595,65959.0,6.5146,24.870000000000005,0.93828,0.0,35,0.19137
15,30.0,Receta,Prueba normal,0.66106,55,37,0.0,28.645,125.85,0.0001,0,0.8,0,10.494,61603,65975.0,6.4918,24.879999999999995,0.94323,0.0,35,0.19134
15,30.2,Receta,Prueba normal,0.68607,55,37,0.0,32.443,131.19,0.0001,0,0.9,0,11.315,61611,65993.0,6.4748,24.890000000000043,0.94811,0.0,35,0.19126
15,30.4,Receta,Prueba normal,0.71201,55,37,0.0,43.031,133.59,0.0001,0,0.9,0,11.339,61621,66012.0,6.4686,24.870000000000005,0.95293,0.0,35,0.19139
15,30.6,Receta,Prueba normal,0.73794,55,37,0.0,56.097,128.88,0.0001,0,0.9,0,11.35,61634,66034.0,6.4745,24.850000000000023,0.9577,0.0,35,0.19145
15,30.8,Receta,Prueba normal,0.7643,55,37,0.0,66.774,121.77,0.0001,0,0.9,0,11.336,61649,66058.0,6.4847,24.840000000000032,0.96244,0.0,35,0.19142
15,31.0,Receta,Prueba normal,0.79103,55,37,0.0,73.414,117.96,0.0001,0,0.9,0,11.341,61666,66083.0,6.4995,24.83000000000004,0.96716,0.0,35,0.19151
15,31.2,Receta,Prueba normal,0.81813,55,37,0.0,74.105,115.45,0.0001,0,0.9,0,11.332,61682,66109.0,6.5153,24.840000000000032,0.97185,0.0,35,0.19155
15,31.4,Receta,Prueba normal,0.84522,55,37,0.0,68.486,116.73,0.0001,0,0.9,0,11.287,61698,66133.0,6.5291,24.840000000000032,0.97654,0.0,35,0.19152
15,31.6,Receta,Prueba normal,0.8727,55,37,0.0,57.37,116.7,0.0001,0,0.9,0,11.227,61711,66156.0,6.5351,24.850000000000023,0.98123,0.0,35,0.1914
15,31.8,Receta,Prueba normal,0.90036,55,37,0.0,43.871,119.27,0.0001,0,0.9,0,11.174,61722,66175.0,6.5297,24.850000000000023,0.98591,0.0,35,0.1913
15,32.0,Receta,Prueba normal,0.92831,55,37,0.0,32.543,121.74,0.0001,0,0.9,0,11.119,61730,66192.0,6.5161,24.850000000000023,0.99057,0.0,35,0.19112
15,32.2,Receta,Prueba normal,0.9498,55,43,0.0,26.641,120.96,0.0001,0,0.9,0,10.748,61738,66210.0,6.4934,24.879999999999995,0.99563,0.0,35,0.19026
15,32.4,Receta,Prueba normal,0.97135,55,43,0.0,29.815,131.51,0.0001,0,0.9,0,10.71,61747,66229.0,6.4759,24.910000000000025,1.0009,0.0,35,0.19007
15,32.6,Receta,Prueba normal,0.99462,55,43,0.0,39.943,141.49,0.0001,0,0.9,0,10.745,61758,66249.0,6.4706,24.910000000000025,1.0062,0.0,35,0.19021
15,32.8,Receta,Prueba normal,1.0186,55,43,0.0,52.182,144.13,0.0001,0,0.9,0,10.76,61772,66272.0,6.4774,24.910000000000025,1.0114,0.0,35,0.19038
15,33.0,Receta,Prueba normal,1.0425,55,43,0.0,61.694,146.42,0.0001,0,0.9,0,10.731,61787,66297.0,6.4923,24.920000000000016,1.0165,0.0,35,0.19036
15,33.2,Receta,Prueba normal,1.0666,55,43,0.0,65.271,151.57,0.0001,0,0.9,0,10.692,61803,66322.0,6.5072,24.920000000000016,1.0217,0.0,35,0.1902
15,33.4,Receta,Prueba normal,1.0911,55,43,0.0,62.899,153.84,0.0001,0,0.9,0,10.686,61819,66347.0,6.5184,24.930000000000007,1.0269,0.0,35,0.1902
15,33.6,Receta,Prueba normal,1.1167,55,43,0.0,56.074,159.86,0.0001,0,0.9,0,10.654,61833,66371.0,6.525,24.930000000000007,1.032,0.0,35,0.19009
15,33.8,Receta,Prueba normal,1.1429,55,43,0.0,46.617,163.41,0.0001,0,0.9,0,10.605,61845,66392.0,6.5223,24.920000000000016,1.0371,0.0,35,0.19002
15,34.0,Receta,Prueba normal,1.1685,55,43,0.0,38.265,162.11,0.0001,0,0.9,0,10.52,61856,66412.0,6.5106,24.900000000000034,1.0422,0.0,35,0.18995
15,34.2,Receta,Prueba normal,1.1948,55,43,0.0,34.573,159.56,0.0001,0,0.9,0,10.486,61865,66432.0,6.4979,24.890000000000043,1.0473,0.0,35,0.18987
15,34.4,Receta,Prueba normal,1.2214,55,43,0.0,35.945,158.32,0.0001,0,0.9,0,10.452,61876,66451.0,6.4873,24.879999999999995,1.0524,0.0,35,0.18981
15,34.6,Receta,Prueba normal,1.2485,55,43,0.0,41.534,154.11,0.0001,0,0.9,0,10.43,61887,66472.0,6.4854,24.860000000000014,1.0575,0.0,35,0.18976
15,34.8,Receta,Prueba normal,1.2761,55,43,0.0,47.873,149.31,0.0001,0,0.9,0,10.406,61899,66494.0,6.4891,24.850000000000023,1.0626,0.0,35,0.18968
15,35.0,Receta,Prueba normal,1.3048,55,43,0.0,52.746,145.8,0.0001,0,0.9,0,10.433,61913,66517.0,6.4964,24.83000000000004,1.0676,0.0,35,0.18982
15,35.2,Receta,Prueba normal,1.3342,55,43,0.0,54.713,139.16,0.0001,0,0.9,0,10.43,61927,66541.0,6.5044,24.82000000000005,1.0726,0.0,35,0.18995
15,35.4,Receta,Prueba normal,1.365,55,43,0.0,53.479,134.09,0.0001,0,0.9,0,10.443,61940,66564.0,6.5118,24.810000000000002,1.0775,0.0,35,0.19009
15,35.6,Receta,Prueba normal,1.3962,55,43,0.0,49.277,130.18,0.0001,0,0.9,0,10.418,61953,66586.0,6.5161,24.80000000000001,1.0824,0.0,35,0.19002
15,35.8,Receta,Prueba normal,1.4282,55,43,0.0,43.367,39.053,141.68,0,0.9,0,10.399,61965,66607.0,6.5144,25.360000000000014,1.0872,0.0,35,0.19
15,36.0,Receta,Prueba normal,1.4601,55,43,0.0,38.14,231.29,14.168,0,0.9,0,10.346,61975,66627.0,6.5093,25.27000000000004,1.092,0.0,35,0.18997
15,36.2,Receta,Prueba normal,1.4883,55,47,0.0,34.964,213.75,1.4168,0,0.9,0,10.103,61986,66647.0,6.4998,25.180000000000007,1.097,0.0,35,0.18955
15,36.4,Receta,Prueba normal,1.5166,55,47,0.0,35.595,199.91,0.14168,0,0.9,0,10.054,61997,66668.0,6.4915,25.110000000000014,1.1022,0.0,35,0.18935
15,36.6,Receta,Prueba normal,1.5456,55,47,0.0,39.523,190.04,0.014168,0,0.9,0,10.034,62008,66689.0,6.4893,25.060000000000002,1.1074,0.0,35,0.1893
15,36.8,Receta,Prueba normal,1.574,55,47,0.0,44.296,183.37,0.0014168,0,0.9,0,9.9722,62021,66711.0,6.4912,25.02000000000004,1.1126,0.0,35,0.18919
15,37.0,Receta,Prueba normal,1.6033,55,47,0.0,48.313,178.26,0.00014168,0,0.9,0,9.9708,62034,66734.0,6.4979,25.0,1.1179,0.0,35,0.18916
15,37.2,Receta,Prueba normal,1.6344,55,47,0.0,49.663,175.75,0.0001,0,0.9,0,9.999,62048,66758.0,6.5049,24.980000000000018,1.123,0.0,35,0.18913
15,37.4,Receta,Prueba normal,1.6659,55,47,0.0,48.239,173.95,0.0001,0,0.9,0,9.9735,62061,66781.0,6.5102,24.950000000000045,1.128,0.0,35,0.18918
15,37.6,Receta,Prueba normal,1.6976,55,47,0.0,44.701,170.57,0.0001,0,0.9,0,9.9499,62074,66803.0,6.5124,24.939999999999998,1.133,0.0,35,0.18919
15,37.8,Receta,Prueba normal,1.7306,55,47,0.0,40.263,169.94,0.0001,0,0.9,0,9.9422,62086,66825.0,6.5099,24.920000000000016,1.138,0.0,35,0.18924
15,38.0,Receta,Prueba normal,1.7642,55,47,0.0,36.857,167.15,0.0001,0,0.9,0,9.8972,62097,66845.0,6.5041,24.910000000000025,1.1429,0.0,35,0.18914
15,38.2,Receta,Prueba normal,1.7991,55,47,0.0,35.742,166.19,0.0001,0,0.9,0,9.9132,62108,66866.0,6.4965,24.890000000000043,1.1478,0.0,35,0.18916
15,38.4,Receta,Prueba normal,1.834,55,47,0.0,37.663,162.45,0.0001,0,0.9,0,9.8535,62119,66887.0,6.4924,24.870000000000005,1.1527,0.0,35,0.18912
15,38.6,Receta,Prueba normal,1.8686,55,47,0.0,41.192,156.63,0.0001,0,0.9,0,9.7919,62131,66909.0,6.4919,24.860000000000014,1.1576,0.0,35,0.18901
15,38.8,Receta,Prueba normal,1.9022,55,47,0.0,44.949,155.51,0.0001,0,0.9,0,9.6919,62144,66931.0,6.495,24.860000000000014,1.1626,0.0,35,0.18876
15,39.0,Receta,Prueba normal,1.936,55,47,0.0,47.443,155.39,0.0001,0,0.9,0,9.6363,62157,66954.0,6.4995,24.879999999999995,1.1676,0.0,35,0.18858
15,39.2,Receta,Prueba normal,1.971,55,47,0.0,48.176,161.28,0.0001,0,0.9,0,9.6478,62170,66977.0,6.5054,24.879999999999995,1.1727,0.0,35,0.18866
15,39.4,Receta,Prueba normal,2.007,55,47,0.0,46.53,161.3,0.0001,0,0.9,0,9.6594,62183,67000.0,6.5107,24.870000000000005,1.1776,0.0,35,0.18879
15,39.6,Receta,Prueba normal,2.0437,55,47,0.0,42.76,158.99,0.0001,0,0.9,0,9.6559,62196,67022.0,6.5128,24.870000000000005,1.1825,0.0,35,0.18889
15,39.8,Receta,Prueba normal,2.0811,55,47,0.0,38.158,159.89,0.0001,0,0.9,0,9.6649,62207,67043.0,6.5103,24.860000000000014,1.1874,0.0,35,0.18907
15,40.0,Receta,Prueba normal,2.1188,55,47,0.0,34.583,157.89,0.0001,0,0.9,0,9.5959,62218,67064.0,6.5038,24.860000000000014,1.1922,0.0,35,0.18892
15,40.2,Receta,Prueba normal,2.1538,60,51,0.0,33.587,159.74,0.0001,0,1.1,0,11.271,62231,67087.0,6.4951,24.879999999999995,1.1054,10.0,35,0.18995
15,40.4,Receta,Prueba normal,2.1887,60,51,0.0,36.056,165.31,0.0001,0,1.1,0,11.224,62245,67111.0,6.4892,24.890000000000043,1.1054,10.0,35,0.19006
15,40.6,Receta,Prueba normal,2.2237,60,51,0.0,40.874,171.11,0.0001,0,1.1,0,11.187,62259,67136.0,6.4893,24.900000000000034,1.1099,10.0,35,0.19003
15,40.8,Receta,Prueba normal,2.26,60,51,0.0,45.674,175.38,0.0001,0,1.1,0,11.232,62275,67161.0,6.496,24.910000000000025,1.1146,10.0,35,0.19008
15,41.0,Receta,Prueba normal,2.2977,60,51,0.0,47.776,179.89,0.0001,0,1.1,0,11.251,62291,67187.0,6.5034,24.910000000000025,1.1192,10.0,35,0.19009
15,41.2,Receta,Prueba normal,2.3359,60,51,0.0,46.953,182.19,0.0001,0,1.1,0,11.245,62307,67213.0,6.5097,24.910000000000025,1.1237,10.0,35,0.19011
15,41.4,Receta,Prueba normal,2.3748,60,51,0.0,43.607,185.78,0.0001,0,1.1,0,11.222,62322,67238.0,6.5122,24.900000000000034,1.1282,10.0,35,0.19005
15,41.6,Receta,Prueba normal,2.4143,60,51,0.0,39.248,184.24,0.0001,0,1.1,0,11.176,62337,67263.0,6.51,24.890000000000043,1.1326,10.0,35,0.18997
15,41.8,Receta,Prueba normal,2.4536,60,51,0.0,35.77,183.47,0.0001,0,1.1,0,11.125,62350,67286.0,6.5042,24.890000000000043,1.1371,10.0,35,0.18991
15,42.0,Receta,Prueba normal,2.4929,60,51,0.0,34.64,182.79,0.0001,0,1.1,0,11.076,62364,67310.0,6.4975,24.879999999999995,1.1416,10.0,35,0.18987
15,42.2,Receta,Prueba normal,2.5325,60,51,0.0,36.163,182.15,0.0001,0,1.1,0,11.056,62377,67333.0,6.4917,24.870000000000005,1.1461,10.0,35,0.1899
15,42.4,Receta,Prueba normal,2.5725,60,51,0.0,40.008,180.23,0.0001,0,1.1,0,11.039,62392,67358.0,6.4896,24.860000000000014,1.1506,10.0,35,0.1898
15,42.6,Receta,Prueba normal,2.6124,60,51,0.0,44.682,178.4,0.0001,0,1.1,0,11.023,62407,67383.0,6.4924,24.860000000000014,1.155,10.0,35,0.18977
15,42.8,Receta,Prueba normal,2.6526,60,51,0.0,48.245,179.02,0.0001,0,1.1,0,11.006,62424,67410.0,6.4974,24.860000000000014,1.1595,10.0,35,0.18974
15,43.0,Receta,Prueba normal,2.6931,60,51,0.0,49.785,178.69,0.0001,0,1.1,0,10.995,62440,67436.0,6.5036,24.860000000000014,1.1639,10.0,35,0.18973
15,43.2,Receta,Prueba normal,2.7336,60,51,0.0,48.856,177.15,0.0001,0,1.1,0,10.934,62456,67462.0,6.5073,24.850000000000023,1.1684,10.0,35,0.18961
15,43.4,Receta,Prueba normal,2.7751,60,51,0.0,46.451,176.14,0.0001,0,1.1,0,10.929,62472,67488.0,6.5097,24.850000000000023,1.1728,10.0,35,0.18962
15,43.6,Receta,Prueba normal,2.8163,60,51,0.0,43.077,177.16,0.0001,0,1.1,0,10.855,62487,67513.0,6.507,24.870000000000005,1.1772,10.0,35,0.18959
15,43.8,Receta,Prueba normal,2.858,60,51,0.0,40.834,183.38,0.0001,0,1.1,0,10.814,62502,67538.0,6.5019,24.860000000000014,1.1816,10.0,35,0.18959
15,44.0,Receta,Prueba normal,2.8999,60,51,0.0,40.588,180.62,0.0001,0,1.1,0,10.767,62517,67563.0,6.4977,24.860000000000014,1.1861,10.0,35,0.18946
15,44.2,Receta,Prueba normal,2.9381,60,57,0.0,42.018,179.38,0.0001,0,1.1,0,10.428,62533,67589.0,6.4932,24.870000000000005,1.1909,10.0,35,0.18885
15,44.4,Receta,Prueba normal,2.978,60,57,0.0,45.265,185.65,0.0001,0,1.1,0,10.504,62549,67617.0,6.4916,24.890000000000043,1.1957,10.0,35,0.18895
15,44.6,Receta,Prueba normal,3.0181,60,57,0.0,49.142,190.56,0.0001,0,1.1,0,10.501,62567,67645.0,6.4941,24.900000000000034,1.2005,10.0,35,0.18903
15,44.8,Receta,Prueba normal,3.0583,60,57,0.0,52.018,197.75,0.0001,0,1.1,0,10.477,62585,67673.0,6.4979,24.910000000000025,1.2053,10.0,35,0.18896
15,45.0,Receta,Prueba normal,3.0988,60,57,0.0,53.361,203.39,0.0001,0,1.1,0,10.463,62603,67702.0,6.5029,24.920000000000016,1.21,10.0,35,0.18899
15,45.2,Receta,Prueba normal,3.1398,60,57,0.0,52.714,208.34,0.0001,0,1.1,0,10.428,62622,67731.0,6.5058,24.930000000000007,1.2147,10.0,35,0.18891
15,45.4,Receta,Prueba normal,3.1813,60,57,0.0,50.901,212.8,0.0001,0,1.1,0,10.422,62639,67759.0,6.5073,24.930000000000007,1.2195,10.0,35,0.18899
15,45.6,Receta,Prueba normal,3.2227,60,57,0.0,48.502,214.92,0.0001,0,1.1,0,10.345,62657,67787.0,6.5067,24.920000000000016,1.2242,10.0,35,0.18882
15,45.8,Receta,Prueba normal,3.2652,60,57,0.0,46.333,215.82,0.0001,0,1.1,0,10.343,62674,67814.0,6.504,24.920000000000016,1.2288,10.0,35,0.18875
15,46.0,Receta,Prueba normal,3.3081,60,57,0.0,45.268,217.52,0.0001,0,1.1,0,10.313,62691,67841.0,6.5003,24.910000000000025,1.2335,10.0,35,0.18859
15,46.2,Receta,Prueba normal,3.3512,60,57,0.0,45.689,217.75,0.0001,0,1.1,0,10.329,62707,67868.0,6.4979,24.879999999999995,1.238,10.0,35,0.18864
15,46.4,Receta,Prueba normal,3.394,60,57,0.0,47.027,209.71,0.0001,0,1.1,0,10.275,62724,67896.0,6.4965,24.870000000000005,1.2426,10.0,35,0.18859
15,46.6,Receta,Prueba normal,3.4371,60,57,0.0,48.951,206.65,0.0001,0,1.1,0,10.264,62742,67924.0,6.498,24.860000000000014,1.2472,10.0,35,0.18858
15,46.8,Receta,Prueba normal,3.4806,60,57,0.0,50.262,203.71,0.0001,0,1.1,0,10.268,62760,67952.0,6.5004,24.850000000000023,1.2517,10.0,35,0.18869
15,47.0,Receta,Prueba normal,3.5245,60,57,0.0,50.627,202.58,0.0001,0,1.1,0,10.261,62777,67980.0,6.5025,24.850000000000023,1.2562,10.0,35,0.18878
15,47.2,Receta,Prueba normal,3.5689,60,57,0.0,50.129,201.65,0.0001,0,1.1,0,10.243,62795,68008.0,6.5032,24.840000000000032,1.2607,10.0,35,0.18873
15,47.4,Receta,Prueba normal,3.6132,60,57,0.0,49.361,198.7,0.0001,0,1.1,0,10.234,62813,68036.0,6.5026,24.83000000000004,1.2651,10.0,35,0.18872
15,47.6,Receta,Prueba normal,3.6576,60,57,0.0,48.862,193.7,0.0001,0,1.1,0,10.179,62830,68063.0,6.5018,24.83000000000004,1.2696,10.0,35,0.18856
15,47.8,Receta,Prueba normal,3.7021,60,57,0.0,48.649,193.29,0.0001,0,1.1,0,10.123,62848,68091.0,6.5017,24.840000000000032,1.274,10.0,35,0.18842
15,48.0,Receta,Prueba normal,3.7467,60,57,0.0,48.502,196.61,0.0001,0,1.1,0,10.113,62865,68119.0,6.4999,24.840000000000032,1.2785,10.0,35,0.18847
15,48.2,Receta,Prueba normal,3.7901,60,61,0.0,49.079,196.75,0.0001,0,1.1,0,9.9213,62883,68148.0,6.4973,24.850000000000023,1.2831,10.0,35,0.18826
15,48.4,Receta,Prueba normal,3.8338,60,61,0.0,50.694,200.75,0.0001,0,1.1,0,9.9234,62902,68177.0,6.4946,24.860000000000014,1.2878,10.0,35,0.18827
15,48.6,Receta,Prueba normal,3.8777,60,61,0.0,53.385,203.65,0.0001,0,1.1,0,9.9432,62921,68207.0,6.4935,24.850000000000023,1.2924,10.0,35,0.1884
15,48.8,Receta,Prueba normal,3.9224,60,61,0.0,56.494,201.2,0.0001,0,1.1,0,9.9597,62941,68237.0,6.4954,24.83000000000004,1.297,10.0,35,0.18848
15,49.0,Receta,Prueba normal,3.9678,60,61,0.0,58.832,194.22,0.0001,0,1.1,0,9.9897,62961,68267.0,6.4984,24.82000000000005,1.3015,10.0,35,0.18858
15,49.2,Receta,Prueba normal,4.0135,60,61,0.0,59.982,190.22,0.0001,0,1.1,0,9.9888,62982,68298.0,6.5025,24.810000000000002,1.3059,10.0,35,0.18864
15,49.4,Receta,Prueba normal,4.0593,60,61,0.0,59.507,186.2,0.0001,0,1.1,0,9.9269,63002,68329.0,6.5063,24.82000000000005,1.3104,10.0,35,0.18859
15,49.6,Receta,Prueba normal,4.1054,60,61,0.0,57.526,185.63,0.0001,0,1.1,0,9.9205,63022,68360.0,6.5066,24.810000000000002,1.3149,10.0,35,0.18857
15,49.8,Receta,Prueba normal,4.1516,60,61,0.0,55.416,183.19,0.0001,0,1.1,0,9.9039,63041,68390.0,6.5062,24.82000000000005,1.3193,10.0,35,0.18862
15,50.0,Receta,Prueba normal,4.1979,60,61,0.0,53.478,185.71,0.0001,0,1.1,0,9.8462,63061,68419.0,6.5028,24.840000000000032,1.3237,10.0,35,0.18855
15,50.2,Receta,Prueba normal,4.2383,60,61,0.0,52.904,189.84,0.0001,500,1.1,0,11.67,63180,68549.0,6.4974,24.74000000000001,1.3281,10.0,35,0.19173
15,50.4,Receta,Prueba normal,4.2782,60,61,0.0,54.451,56.953,244.42,500,1.1,0,11.646,63299,68678.0,6.4937,25.5,1.3325,10.0,35,0.19196
15,50.6,Receta,Prueba normal,4.3181,60,61,0.0,57.488,314.08,24.442,500,1.1,0,11.653,63419,68808.0,6.4908,25.360000000000014,1.3369,10.0,35,0.19189
15,50.8,Receta,Prueba normal,4.3581,60,61,0.0,61.695,286.69,2.4442,500,1.1,0,11.676,63539,68939.0,6.4902,25.210000000000036,1.3413,10.0,35,0.19188
15,51.0,Receta,Prueba normal,4.3984,60,61,0.0,66.118,253.5,0.24442,500,1.1,0,11.779,63661,69071.0,6.4932,25.07000000000005,1.3456,10.0,35,0.19189
15,51.2,Receta,Prueba normal,4.4388,60,61,0.0,69.327,219.49,0.024442,500,1.1,0,11.805,63783,69204.0,6.4969,24.960000000000036,1.3499,10.0,35,0.19189
15,51.4,Receta,Prueba normal,4.4795,60,61,0.0,71.103,191.85,0.0024442,500,1.1,0,11.845,63906,69337.0,6.5015,24.870000000000005,1.3541,10.0,35,0.19186
15,51.6,Receta,Prueba normal,4.5203,60,61,0.0,71.033,166.28,0.00024442,500,1.1,0,11.852,64028,69470.0,6.5065,24.79000000000002,1.3584,10.0,35,0.19187
15,51.8,Receta,Prueba normal,4.5608,60,61,0.0,68.956,49.884,179.74,500,1.1,0,11.897,64150,69602.0,6.5104,25.340000000000032,1.3626,10.0,35,0.19197
15,52.0,Receta,Prueba normal,4.6014,60,61,0.0,65.307,236.82,17.974,500,1.1,0,11.894,64272,69734.0,6.5113,25.260000000000048,1.3668,10.0,35,0.1919
15,52.2,Receta,Prueba normal,4.6417,60,65,0.0,61.32,223.67,1.7974,500,1.1,0,11.809,64393,69866.0,6.508,25.160000000000025,1.3711,10.0,35,0.19172
